,tweet.id,created_at,text,location,retweet,favorite
954,1449984794603900929,2021-10-18 06:24:49,For what's it's worth I would re-live those memories with you.. even though I know how it ends. #sad #depressed #crying #sadquote,,0,1
955,1449989072143978502,2021-10-18 06:41:48,Damn #depressed,,0,0
956,1449993354364653574,2021-10-18 06:58:49,alex is #depressed rn,he/him || minor || cbyf,0,2
957,1450035652360347650,2021-10-18 09:46:54,4 ppl unfollowed me😔😔💔💔💔🥀🥀🥀 #broken #emo #depressed #pain #brokenheart #hurt,any prns,0,15
958,1450063508197068806,2021-10-18 11:37:35,"Just woke up with a heavy head.
Past trauma doesn't let me sleep peacefully, it haunts me in my dreams. #depressed",Farmhouse 🏡,0,0
959,1450077622566801409,2021-10-18 12:33:41,In school and not watching Tubbo. #depressed #broken #sad,cbyf // any prns,0,2
960,1450083252648226817,2021-10-18 12:56:03,I've decided to stay indoors from this point until my surgery is over unless it's for emergency stuff or necessities. I had someone be really cruel to me Saturday about my bag. #Depressed,"Dallas, TX",0,32
961,1450088524250861575,2021-10-18 13:17:00,"Long standing problems,
Things you don't like,
Stuff you can't fix,
or circumstances that keep you tired, bound, depressed or angry all require 1 thing, and that 1 thing is perseverance! 

#tired
#depressed",Florida,0,1
962,1450091009619206151,2021-10-18 13:26:52,I wish I could look like of those gorgeous skinny-thick goth girls that look so good in the smaller clothes. I also wish this depression would leave me. This is the most insecure I’ve felt in a while. #Insecure #goth #emo #depressed,,0,0
963,1450111304371425292,2021-10-18 14:47:31,Logan is bullying me because of my skin color #depressed #wap,,0,0
964,1450144574974877696,2021-10-18 16:59:43,whole squad #depressed today,"Manhattan, NY",0,1
965,1450173198041899008,2021-10-18 18:53:27,Depression is caused by poor boundaries. People who are depressed tend to go inward because they are afraid of being harmed by someone who has hurt them in the past or present. #depression #mentalhealth #anxiety #depressed #mentalillness #MentalHealthAwareness #bipolar #ptsd,,1,2
966,1450173246624632841,2021-10-18 18:53:39,how can a dog have a gf and not me 😔😫😫😫 #depressed #sad,,0,0
967,1450174675271749636,2021-10-18 18:59:20,Sadly had to miss my Grandpa's and Uncle Bill's funeral cause half my family hates me 😔  #depressed,"Bay City, Michigan",0,0
968,1450211281676419078,2021-10-18 21:24:47,"#SierraLeone's young people are #Depressed. 
Young people are dying day in day out. It's unfair to see Parents burying their #Successors. 
Help safe the future of this country @Ministerofyout1. @PresidentBio","Freetown, Sierra Leone ",0,1
969,1450212636264734731,2021-10-18 21:30:10,"another day to feel so alone i wonder why the fuck do i feel like this, when i try to talk to others i just feel like I'm a ghost, am I a ghost? I don't know what's real anymore I hate feeling like this..

#blog #depressed? #Verylonley",,0,2
970,1450228894133628928,2021-10-18 22:34:46,nobody want me to post my dick 🤕#depressed,18+ // parody,0,0
971,1450248890540822528,2021-10-18 23:54:14,"I am still very #depressed over this past weekend, if anyone cares….","Valparaiso, IN",0,1
972,1450252381841764352,2021-10-19 00:08:06,💔💔💔To long for your lost love...tis worse....I say....how can I bear another day....💔💔💔 I dwell and ponder....my lost love....lost forever in the ocean swell....#depressed #brokenheart,"Cambridge, England",0,0
973,1450254675408822272,2021-10-19 00:17:13,#brokenheart #depressed 💔💔💔Was it love....lust...wanting...needing....or simply a fragment of my imagination.....,"Cambridge, England",0,0
974,1450261382641954816,2021-10-19 00:43:52,🌃🌄🌃Another night...I know not the day...as I gaze the midnight sky...and wonder....am I the only one to go through life in a complete daze #sleepingsolutions #depression #depressed,"Cambridge, England",0,0
975,1450268209966305281,2021-10-19 01:11:00,Ok so 3 of my friends have packed neymar where is my. I honestly shocked am I not certified for neymar or something just give it to me ea. #Neymar #Depressed #Ea #Eapackluck #Wannakyms #Bevshow #Bevshowcute #Ilikeunderageboys,Jorginho crib,0,3
976,1450274805350117388,2021-10-19 01:37:13,final volume of attack on titan drops tomorrow boutta be #depressed,obsessed w aot atm,0,0
977,1450279634331914247,2021-10-19 01:56:24,deep down inside I long to fly....to release my passions and thoughts inside......trapped....stuck.....like the ugly cancerous cyst hidden inside.must I truly die.#love #depression #brokenheart #depressed,"Cambridge, England",0,1
978,1450286505964883971,2021-10-19 02:23:42,Gotta love being #depressed and falling behind in your class… #fml #thanks,,0,0
979,1450299397292634115,2021-10-19 03:14:56,i need to sleep. i have school in 6 hours but i’m sooooooo h word 😔😔 #depressed,,0,0
980,1450326455301312515,2021-10-19 05:02:27,"People say follow ur heart!❤️
But idk to follow which part out of it when there are a trillion pieces of it🙃🚶🏻‍♀️

#RandomThoughts #LifeIsShit #Depressed #Ramyawrites",,0,1
981,1450331423580332032,2021-10-19 05:22:11,school time bye😔😔😔😔😔💔💔💔💔💔💔🥀🥀🥀🥀🥀🥀🥀🥀 #broken #sad #cry #sadness #depressed #depression,any prns,0,8
982,1450342778014031879,2021-10-19 06:07:19,Adele is the music to listen to when you are going through your emo phase 🤓 #Adele @Adele #yoursongsucks #emo #depressed #staymad,"Tampa, Florida",0,1
983,1450371105458294784,2021-10-19 07:59:52,"Avoid alcohol if #depressed. 
Alcohol. Is. A. Depressant.
It will only make things worse. Including your sleep. 💚
#MentalHealthMatters #Mentalhealth #depression",Northern California,0,2
984,1450371857677443072,2021-10-19 08:02:52,12 people unfollowed me😔😔💔💔🥀 #depressed #broken #sad #pain #sadgirl #lonely #sadness #hurt #depressing #heartbroken #feelings #emotions,any prns,0,12
985,1450410991510949890,2021-10-19 10:38:22,I can't cope and nothing can make me feel better. I look around and expect to see her cute little face. I just want my Ginja back. 😭 #Depressed #DyingInside,"Wangaratta, Victoria",0,1
986,1450420020652163075,2021-10-19 11:14:15,"Do you feel down, #depressed or lost?
Perhaps professional online #counselling could help you.
I work with people from all over the world via the internet, which can be especially beneficial in times of #COVID19 
Do not suffer in loneliness - get in touch, let's talk about it!","Leitrim, Ireland",0,0
987,1450460204487806995,2021-10-19 13:53:55,"I know it's just a dumb fridge, but I'm tired of script bots and scalpers taking all the fun out of this.  Anyone else miss the good old days of camping out in line at the stores?  #depressed",Neither here nor there.,0,1
988,1450484145784827904,2021-10-19 15:29:03,"When I was seriously #depressed in my 30s &amp; 40s, therapists taught me to embrace my suppressed anger and aim it at other people, not myself. But once I had done that, nobody taught me how to get past the anger and let the grudges go. I had to figure that out by myself. #getoverit",Florida panhandle,2,22
989,1450484935014313988,2021-10-19 15:32:11,"I want real life, in my own country friends because my depression and need for human interaction is getting pretty bad now. #depressed",,0,0
990,1450489111651905546,2021-10-19 15:48:47,can’t even chill at a park because couples be there carving pumpkins 😀💔 #jealous #depressed,,0,2
991,1450491490111721477,2021-10-19 15:58:14,I wish I never existed everyone hates me so what’s the point of living 😒#depressed #tuesdayvibe,,0,0
992,1450496968581599245,2021-10-19 16:20:00,"God is righteous in all his ways and kind in all his works.
🙌

God is near to all who call on him, to all who call on him in truth.   
😅
Let God decide today, how to respond to your dilemmas! Seek God, allow God to respond when He is ready!  🌹

#depression #depressed",Florida,0,2
993,1450497090543628292,2021-10-19 16:20:29,"I am my own damn therapist, I’m my own bestfriend, I know ME more than anyone does, &amp; I also hide from me more than anyone else does… I don’t wanna be me no more… #exhausted #mymentalhealth #depressed","Muskogee, OK",0,0
994,1450499532463218691,2021-10-19 16:30:12,"I feel like I use to be somebody but, even then I was nothing. Never got to live #depressed #egirl","Arlington, TX",0,0
995,1450503868580712448,2021-10-19 16:47:25,People who are depressed have been abused &amp; their inner child needs to heal from it. Let them take their time for that to happen. #depression #depressed #selfesteem #selfworth #selfcare #healingfromtrauma #trauma #traumabond #ptsd #mentalillness #depressionrecovery #mentalhealth,,0,0
996,1450504020699791365,2021-10-19 16:48:02,"Waking up as a depressed teen: “Noooo! I don’t wanna face the day!”

Waking up as an adult: “Noooo! I don’t wanna face the day!”

Apparently I’m still a depressed teen.
#adult #AdultingAndStuff #adulting #teen #teenage #depression #mentalhealth #depressed","Atlanta, GA",0,0
997,1450516001230053379,2021-10-19 17:35:38,I been feeling more depressed after reading what somnologist said in the notes on my chart. :(  I also don't want to get the sleep study cause it's across town to get one. :( I wish I had a friend to help me drive there. #depressed #WhyMe,"Cincinnati, Ohio",0,4
998,1450566329250029572,2021-10-19 20:55:37,I’m just going to quit trying to talk to anyone people act like I don’t exist 😒#depressed,,0,0
999,1450571511627239430,2021-10-19 21:16:13,i left my heart in the rocket mortgage field house with harry #empty #depressed,"Dayton, OH",0,0
1000,1450601415122907141,2021-10-19 23:15:02,"Bucks are getting their rings, and all we are talking about is Ayton not getting a contract. What a difference 2 games can make. @danbickley @Vincemarotta @Suns #depressed","Chandler, AZ",0,1
1001,1450608284579155968,2021-10-19 23:42:20,"I almost forgot about my twitter account that I created back in 2013, thought I'll gain popularity too quickly here but y'all too good to throw attention on me 🥺

#depressed  #twitter  #DoSomething",Hyderabad,0,0
1002,1450620343756881925,2021-10-20 00:30:15,"I like animals more than I like people, and I eat animals 

#depressed #manic #whatever",,0,0
1003,1450633375237165059,2021-10-20 01:22:02,There’s a reoccurring thing in my sex dreams were either something Interrupts the sex or the person is just not attracted to me I feel less than a person. I’ve never had actual sex in a sex dream #sexdreams #dreams #depressed,,0,0
1004,1450636845944119299,2021-10-20 01:35:50,Does anyone ever feel like they are worthless? I think I’ve hit rock bottom 😭😭Depression is definitely a hard battle to fight. #depression #depressed #notgoodenough #depressionsucks #OverEverything,United States,0,0
1005,1450639326761598980,2021-10-20 01:45:41,"""It cannot be"" (1.3.376)😭😭😭 #heartbroken #sad #depressed #lonely #empty #shattered #suffering",,0,1
1006,1450639502867894273,2021-10-20 01:46:23,"My anxieties maks me wake up 30 minutes prior the actual time.
My depression takes 30 minutes after the due time to let me out of bed.
See the struggle here?

#anxities #anxiety #depression #depressed #BPD #mentalhealth #mentalillness","کراچی, پاکستان",0,1
1007,1450646559058759681,2021-10-20 02:14:26,my source of happiness depends on if the habs win. we are currently 0-4😆 #depressed,,0,0
1008,1450654724630319107,2021-10-20 02:46:52,#facebook makes me so #depressed. Even though I’m happy for my friends n family progression. I’m upset at the fact that mine seems so small,"Gardena, CA",0,0
1009,1450656454558502912,2021-10-20 02:53:45,"Feeling only happiness it's impossible, but sometimes I wish it could...
#UnknownTeen
#depressed",,0,0
1010,1450686056945238020,2021-10-20 04:51:23,"Well today I am in one lousy mood.. debating on screaming for no reason until my throat bleeds or just watching Frasier back to back until my anger subsides... #anxiety ,  #depressed",Earth ( well sometimes) ,0,1
1011,1450710879356477443,2021-10-20 06:30:01,"Its easy to tell people im ""ok"" even though i aint because...what they gon do if they find out IM NOT OK...exactly #depressed #psychosis #insomnia",,0,0
1012,1450756084747038722,2021-10-20 09:29:39,Sometimes I just want to scream and cry 😭 I’m tired of the depression and anxiety…. #feelingforgotten #sad #depressed,"Oak Harbor, WA",0,0
1013,1450772097186209796,2021-10-20 10:33:16,I CHANGED WHO I WAS TO PUT YOU BOTH FIRST BUT NOW I GIVE UPPP... /ly #brocken #depressed #hurted #pain,15 § INFP-T § GENDERFLUID,0,0
1014,1450801576780632070,2021-10-20 12:30:25,i hate school i wanna go home and talk to angi #depressed #broken #lesbian,,0,0
1015,1450806584053993479,2021-10-20 12:50:18,#cancelmyteacher today we had pride day at my school. My teacher did not like polysexual people so NOW we must cancel her….#cancel #cancelmathteatchers #newnorwegian #sad #depression #depressed #ADHD #rage #feminism #LBGTQ #norge #norway #NorthernLights #pride #disrespected,,1,2
1016,1450807823911116804,2021-10-20 12:55:14,"I am okay, &amp;&amp; I am going to be okay. I need to be strong. #depressed #depression",,0,0
1017,1450810290556317702,2021-10-20 13:05:02,"also, i resigned from tinder after 2 years and got a like....cool right......finally chat with her and it's some girl giving me hourly rates for sex.....I am meant to be alone......#newdaysameshit #depressed","Pittsburgh, PA",0,0
1018,1450810773618544641,2021-10-20 13:06:57,"Behind my smile there is a hurting heart, behind my laugh I'm falling apart.Look closely at me and you will see, the person I am,it isn't me. #painhub #depressed #broken",,0,0
1019,1450825392105959430,2021-10-20 14:05:03,"the ghosted dream having given up/
guilt tripping him via all its vestiges,/
was he wise now (or just depressed)?

#football #highschool #star #dream #depression #depressed #Wisdom #WisdomWednesday #wise #poem #poetry #literatura #literacy #litmag","Austin, TX",1,0
1020,1450840886900936706,2021-10-20 15:06:37,Don’t even feel like driving but my shii booked already 🤬🤬 don’t want to talk or text nobody #DEPRESSED ain’t the word 😒😒😔😠😡,"Milwaukee, WI",0,0
1021,1450848393576787978,2021-10-20 15:36:27,"Daily check in! How are you feeling today?

🤍-Happy
💜-Sad
🤎-OK
💛-Lonely 
💔-Depressed 
🖤-Lost/empty 
💙-Upset
💞-Need friends
💚-Need to talk

If you are feeling any of these tweet below or feel free to dm me! 💚💝💟
Dm if need to

#depressed #alone #needfriends #sad #dmme",,0,1
1022,1450855899711606791,2021-10-20 16:06:16,"Is it normal to feel depressed after watching Evangelion
#anime #Evangelion #eva #depressed #depression",,0,1
1023,1450860811266707463,2021-10-20 16:25:47,"Feeling like shit today.

#depression #depressioniskickingmyass #depressed #depressing","Tennessee, USA",0,0
1024,1450865767419977737,2021-10-20 16:45:29,I wish I would die bc I get bullied and no one stands up for me 😒#depressed,,0,0
1025,1450879786675539973,2021-10-20 17:41:11,YOU WANT MY GAMES WELL GUESS WHAT ALL OF THESE NEXT GEN GAMES I BOUGHT I'M SMASHING THEM ALL! Your not getting shit for free from me you peice of shit! No one gives a damn about me I sit every day and beg for fucking help and nobody gives a shit! #pissed #depressed #nextgen 😢😢,"Pennsylvania, USA",0,0
1026,1450880808160432129,2021-10-20 17:45:15,"Be not the slave of your #moods, but their master. But if U are so #angry, so #depressed &amp; so sore that your spirit cannot find deliverance &amp; peace even in #prayer, quickly go and give some pleasure to someone lowly or sorrowful,or to a guilty or innocent sufferer! 

‘Abdu’l-Bahá","Santa Cruz, California",0,0
1027,1450889336077963265,2021-10-20 18:19:08,Overwhelmed...not in a good way.😔🥺😔🥺 #depressed #hiddendepression,,0,1
1028,1450893097865564162,2021-10-20 18:34:05,When you realize it’s really you. Not the others in your life #depressed,,0,0
1029,1450906696021385217,2021-10-20 19:28:07,"#Counseling , a #lifecoach, a #mentor?  We have you covered.  Call us today for your #free 30 min session. 
#counseling #lifecoaching #depressed #Entrepreneur",,0,0
1030,1450907567325024257,2021-10-20 19:31:35,The terrifying thing is I can’t seem to stop my thoughts. No matter how hard I try. #Mentalhealth #MentalHealthMatters #C19 #depressed,,1,3
1031,1450941820293242883,2021-10-20 21:47:41,"every night I think about giving up it then I’m still here it’s because I don’t want someone to experience the pain where you lose someone you love yet again I don’t even know if anyone cares if I did give up :) 
#depressed",,0,1
1032,1450957852739358722,2021-10-20 22:51:24,"I wonder if I'll ever feel happy again
#depressed
I hope I'm right, when we die that's it, I'd hate to have to do this all again.",earth,0,1
1033,1450989115147698177,2021-10-21 00:55:37,Overthinking is one of the worst things to do... #depressed,"Wadsworth, OH",0,1
1034,1451012504646299651,2021-10-21 02:28:34,"I deleted most media, deleted toxic people in my life… i got a wonderful son and i love him but my life just feels like shit…. I want to be free…. #depressed","Washington, DC",0,0
1035,1451039596226105348,2021-10-21 04:16:13,Yup still #depressed,,0,0
1036,1451040476715487237,2021-10-21 04:19:43,I was ok. Now I'm just cutting my wrist up #depressed ion feel good at all,🕳,0,0
1037,1451060005709418499,2021-10-21 05:37:19,"I read somewhere that: ""It's better to light a candle than curse the darkness"". Is it really? Isn't it just a meaningless act that gives you the illusion that things are better. That is until the flame flickers out and the world seems darker than ever #randomthought #depressed",,0,0
1038,1451105460946411524,2021-10-21 08:37:56,"how to make yourself draw?(((((((((((((((((((((((((((((((((((((
#art #artist #drowning  #depressed",,0,0
1039,1451143236525776907,2021-10-21 11:08:03,"Mentally and emotionally tired🙂
#depressed",,0,0
1040,1451164758120583171,2021-10-21 12:33:34,on the tip of an iceberg #depressed,Greece,0,0
1041,1451200679473680397,2021-10-21 14:56:18,micro lab lasted less then 20 minutes today #depressed,she/her,0,0
1042,1451202802533822470,2021-10-21 15:04:44,bruh i have 2 tests tmrw #sadlife #depressed #sad 😕😕/pj,Moldova,0,0
1043,1451207163968253959,2021-10-21 15:22:04,hi unfollow @dylanheartcats cause hes using me qwq!! :(!!! #emo #broken #depressed,,1,6
1044,1451207295698755588,2021-10-21 15:22:36,"I’m #counseling a lot of #men in their early 20’s who are at a loss for direction, I share that it took getting #depressed and seeing a #therapist to find my career direction. I encourage them to keep this is mind as they find direction. Inspiration can come in unusual places.",Sacramento,0,2
1045,1451218516351279110,2021-10-21 16:07:11,I haven’t washed my hair in 3 weeks 😩 #depressed,Out of Many One People,0,0
1046,1451220510377791493,2021-10-21 16:15:06,"Remember, the Bible says “Trust in the Lord with all your heart and do not depend on your own understanding; think about him in all you do, and he will show you which path to take.” 

#god
#tired
#depressed",Florida  ,0,1
1047,1451244468263276545,2021-10-21 17:50:18,"""Sometimes #depressed ppl can't stay alive just to make u feel better.Know that they TRIED,harder than you (as a living person who can't comprehend #suicide)have ever had to try at anything.They weren't being selfish.But if your response is to scold their graves,u definitely r.""",Earth,1,0
1048,1451244629655834624,2021-10-21 17:50:57,"Every time I start finding myself, it gets blurry and I get lost . IM LOST 😞 

#Mentalhealth #bipolar #depression #depressed #PTSD",The hood ,0,0
1049,1451245204749504513,2021-10-21 17:53:14,"come on, show your fake smile to me.

#fakesmile #depressed #fake #Smile",,0,1
1050,1451245851414827016,2021-10-21 17:55:48,"someone on this shuttle would rather stand than sit next to my fat ass , feeling #unwell #depressed #large #kramervskramer",Day/dem,0,3
1051,1451247088679927826,2021-10-21 18:00:43,my bf told me he tired of talking to me…officially #depressed,,0,1
1052,1451262895954796546,2021-10-21 19:03:32,Forgot to take my normal pills today. #brocken #depressed #tourettesawareness,"North Carolina, USA",0,0
1053,1451264795081125890,2021-10-21 19:11:05,I just don’t seem to exist to anyone 😒#depressed,,0,0
1054,1451271325750812678,2021-10-21 19:37:02,"we love being sad :(

#depressed #sad #cuddles #huggywuggy #furry",united kingdom,0,1
1055,1451290275851259915,2021-10-21 20:52:20,Can we start a support thread? Comment how you’re feeling and let’s support each other. I hate myself rn and want to die but no one cares and I can’t cope no long #depression #depressed #suicide #sad #help #suicidal #killmenow,,0,0
1056,1451292065338470406,2021-10-21 20:59:26,"Is anyone out there please I'm going through alot right now and I need help even if it's just someone to talk too please, I'm reaching out for help right now!
#Anyone
#depressed
#prayer 
#Alone","Ohio, USA",0,0
1057,1451309521977159682,2021-10-21 22:08:48,Why it is so hard to express how i feel! #depressed,,0,0
1058,1451361275758403585,2021-10-22 01:34:27,When do the clouds roll away? Or what causes the wind to blow hard enough to make them move? I would really like to know. Long sleepless nights. #depression #depressed,,0,0
1059,1451367410426998788,2021-10-22 01:58:50,"Don’t be #depressed eat foods to overcome depression .  Take omega 3 supplement or fish, flaxseeds , chia seeds nuts . Keep you gut healthy .","Melbourne, Victoria",1,1
1060,1451369651888402434,2021-10-22 02:07:44,"You know you’re #depressed when you eat a whole personal pizza and half a sheet cake. 

#DepressionIsReal",United States,0,0
1061,1451374032801177604,2021-10-22 02:25:09,"I am mentally and physically drained. I want to escape from my reality. Work is more stressful now than ever. Home life isn't any better. I want to runaway from it all. 

#stress 
#burntout
#depression 
#depressed
#mentalhealth",,0,1
1062,1451374215421177860,2021-10-22 02:25:52,When your soo not okay… and it does not matter #depression #anxietydisorder #depressed,"Tottenham, ontario",0,0
1063,1451375397178945542,2021-10-22 02:30:34,When you do the nose thingy trend from tik tok and your nose is still ugly #depressed #whatifthiswasmylaststraw,,0,0
1064,1451377756374175751,2021-10-22 02:39:57,I wish I would just die everyone would be happy 😒why bother I’m not perfect like everyone else is in this world people act like I don’t exist and ignore me and I’m not good enough for anyone 😒#depressed,,0,0
1065,1451401550602149891,2021-10-22 04:14:30,"Can we normalize crying in public cause some of us aren't okay and we end up having emotional/mental breakdowns. #MentalHealthAwareness #ItsOkayToNotBeOkay #Depressed 
Depressed",,2,5
1066,1451410408309329921,2021-10-22 04:49:41,fighting with ur mom who is also ur best friend is the worst kind of pain #depressed,,0,2
1067,1451413363804622850,2021-10-22 05:01:26,I don’t know how I got here I’m so lost and don’t know what to do with my life. 95% wants to end it now but the other 5% wants to fight for my son. I just want the pain to stop. #Sad #Depressed #lonely,United States,0,0
1068,1451420115518451714,2021-10-22 05:28:16,#depressed because I want to go to Puerto Rico 😭😂😅,,0,1
1069,1451447964501676032,2021-10-22 07:18:55,"Sometimes what you think is your “deepest darkest struggle” in reality really isn’t.  

All it takes is a simple conversation with the RIGHT person to set you free. 

#quote #MeinPerson #Accept #depression #MentalHealthMatters #ADHDAwarenessMonth #Depressed #mentalhealth","West Midlands, England",0,1
1070,1451471770524045345,2021-10-22 08:53:31,Life doesn’t feel real sometimes and u start to wonder if ur really alive or dreaming everything that’s happens Around u #Depressed #FAKEWLRD,,0,1
1071,1451501087937204226,2021-10-22 10:50:01,"“It's sad when someone you know becomes someone you knew.”

- #Depressed #explore #quote #quoteoftheday",Dallas texas,0,0
1072,1451513131176378372,2021-10-22 11:37:52,Why am I the one who suffer when I'm not the one who made a mistake! #Stressed #Depressed,Philippines,0,0
1073,1451520213019729929,2021-10-22 12:06:01,I’m sad dhmu #IYKYK #KillAllMen #Depressed,"Broward County, FL",0,0
1074,1451521338569494528,2021-10-22 12:10:29,when ur supposed to move around a lot so ur knee heals but ur #depressed💔,he/they,0,0
1075,1451525689522409475,2021-10-22 12:27:47,"I was hopeless but now I'm hopeful.... 

#Depressed","Makurdi North, Nigeria",0,0
1076,1451528026001330182,2021-10-22 12:37:04,"“Can u multitask ?” Yes I’m mind fucked and vibing +ve at the same time. ❤️!

#Depressed #Missing #loved #Vibes",,0,1
1077,1451555968987254791,2021-10-22 14:28:06,"tryna figure out how to build a kingdom with depression.

#depressed #expectamiracle #NeedToKnow",,0,1
1078,1451561462309158918,2021-10-22 14:49:55,"and they called themselves parents.

#parenting #scarring #depressed",,0,1
1079,1451563463772459014,2021-10-22 14:57:53,I feel like the difference between 7 and 8 is a lot more than just 1. #FridayThots #Depressed #ActuallyAutistic,"Jail City, ATL",0,2
1080,1451568082036662272,2021-10-22 15:16:14,Had a dream we were pregnant only to wake up and be reminded we aren’t #depressed 🙂,,0,1
1081,1451582834410332162,2021-10-22 16:14:51,"My depression is killing
me. I fake a smile for
everyone else but inside
I am just done. I don't know what
to do. I want to get help
again. But i still dont
know how to ask for it.
#depressed #depression 😢😢","Bengaluru, India",0,2
1082,1451586930873876485,2021-10-22 16:31:08,"When things feel like they are falling apart just realize this might be #God or universe telling you it is time to rest, reflect and reset. 

#mentalhealth #mindfulness #pause #healing #selflove #rest #selfcare #mindset #depressed #psychtwitter #perspective",,0,0
1083,1451592985896837125,2021-10-22 16:55:11,"Let's say "" RIP "" to all the hours we have lost due to Overthinking ! 
#RIP #depressed","Pune, India",0,4
1084,1451623869056434179,2021-10-22 18:57:54,"Today it had been 10 years since my oldest brother Joseph took his own life. The pain feels like day one. It never goes away. PLEASE, if you feel overwhelmed by life. Talk to someone. 1-800-283-TALK 1-800-283-8255. We love you and need you ! #Depressed #SuicidePrevention",,5,9
1085,1451624159616946178,2021-10-22 18:59:04,"So it's my birthday. How sad is it that only 5 people have called or txt to say happy birthday. Two of them being my parents. Says a lot about my life. 
#birthday #depressed #Alone","Eastbourne, England",0,0
1086,1451625711463288839,2021-10-22 19:05:14,Anxiety is not something people are just born with. I think parents tend to forget that shit 🙃 #Depressed,"New Jersey, USA",0,0
1087,1451625950215561225,2021-10-22 19:06:11,"MENTAL HEALTH CHECK-IN
drop me an emoji to tell me how you're doing.👇✨💜

♥️ - struggling. Need help.
💚- stable but depressed.
💜- doing ok.
💛- doing good
🧡- I'm great! 

#mentalhealth
#MentalHealthMatters #depressed",Canada,3,6
1088,1451642353945546755,2021-10-22 20:11:22,"Might finish #MAIDNetflix in one day. Home post-booster, feeling crappy, and this downer show is also making me feel crappy. But I love it. Very well done!!! 👍🏼💯👍🏼💯👏🏼 #Depressed #Masochist #Capitalism #MustWatch",Maryland,0,0
1089,1451645817064935431,2021-10-22 20:25:07,I am tired of having CPTSD and want to opt out 🙄😪 #cptsd #depressed #dailystruggle,,0,0
1090,1451660304815992841,2021-10-22 21:22:41,"I lost two very big opportunities this week, and I can't really seem to get over it. Is this also part of God's plan?

#Sad #Depressed","Lagos, Nigeria",1,2
1091,1451662889966653441,2021-10-22 21:32:58,"Something I posted on Facebook. 
#Depressed #Discouraged #HeartAttackImpending #Autism #AutismAwareness #AutismAcceptance #FightingForEQUALITY #FightingForJUSTICE
THIS TOOK LIKE AN HOUR AND A HALF OF MY LIFE (AGAIN) JUST TO ARTICULATE (and not the first post in the past...","California, USA",1,0
1092,1451666739712962562,2021-10-22 21:48:16,Being clinically #depressed feels like having high fever without the high temperature. You cannot get out of bed cause you don't have any power for anything. The bad thing is that you may have this feeling for months and the worst that you believe that you will never get well.,Greece,0,3
1093,1451667205658140672,2021-10-22 21:50:07,"Minimize negativity. Try to turn your complaints into observations

#depressed #anxietyrecovery",,0,0
1094,1451669836258496512,2021-10-22 22:00:34,on the train back home #depressed 🙁,they/them  16  cbyf→,0,0
1095,1451684849157353475,2021-10-22 23:00:13,my mommy just beat my ass for not taking the chicken out of the freezer #depressed #brocken 🖤,"Charlotte, NC",0,3
1096,1451689412035690498,2021-10-22 23:18:21,"If someone asks me whatmakes u strong then i would answer them ""WALKING LONELY"" #Strong #walk #Depressed",,0,0
1097,1451692259460599813,2021-10-22 23:29:40,"You seem so much happier now..

#vibes #love #sad #depressed #missingyou",,0,0
1098,1451709574801772554,2021-10-23 00:38:28,"Feeling everything and feeling nothing at the same time.

#depressed",Guatemala,0,1
1099,1451714513510748164,2021-10-23 00:58:06,i am #depressed so im going to watch tiktoks,,0,4
1100,1451718512205045762,2021-10-23 01:13:59,"If i want to kill myself... Is there a way for avoiding suffering to people that i know and/or love?
.
.
.
.
.
#suicide #depressionrecovery #anxiety #sad #suicideprevention #love #mentalhealthawareness #depressed  #suicidal #death #help #sadness #alone #life",,1,0
1101,1451731536882114567,2021-10-23 02:05:44,The nights are long and lonely. #depressed #anxious,"Pennsylvania, USA",0,0
1102,1451737499399770114,2021-10-23 02:29:26,discovered the mercury retrograde wasn’t the issue and i’m just #depressed,"Chatham-Kent, Ontario",0,0
1103,1451745796051845125,2021-10-23 03:02:24,#SteveBertolino says on #NationalTV that the day #BrianLaundrie left with his #backpack in the #mustang he was #upset #depressed&amp; #MOURNING on 9/13! Uh mourning who? What? Because #gabbypetito BODY HAD NOT BEEN FOUND YET!!!! You slipped up bud.,Trump Country,2,23
1104,1451755849479827456,2021-10-23 03:42:21,Haven’t decided if I need a break from baseball or if I’m going to watch the wildcard game on a loop. #depressed,"Sugar Hill, GA",0,0
1105,1451767559632478221,2021-10-23 04:28:53,"Be with someone who makes your life easier. Not tougher. 

#Depressed 
#Life Goes On 
#kindness 
#SaturdayThoughts 
#Brighter 
#motivation 
#positivity #intention",,0,0
1106,1451771680729276416,2021-10-23 04:45:15,"ONCE someone's hurt you, it's harder to relax around them, harder to think of them as safe to love. But it doesn't stop you from wanting them🍂🥀
#depressed
#sad",,0,1
1107,1451777081927344132,2021-10-23 05:06:43,It doesn't matter how much of the day I spend laughing due to pure happiness. There's bound to always be a crash at the end of the day when I feel like dying because I'm so useless. #depressed,California,0,0
1108,1451787028719235075,2021-10-23 05:46:15,"""And i knew it was bad when i woke up in the mornings and the only thing i looked forward to was going back to bed.""
#depressed",,0,2
1109,1451793465436622849,2021-10-23 06:11:49,"I feel like I have no purpose.  Like everything I do is really nothing. That if I died ppl wld say I was dedicated to my kiddos but that would be all they could think to say of me. This isn't a fishing post/pity me post. Just thoughts thru my very #depressed brain.
#sicknotweak",Unceded land W̱SÁNEĆ,0,2
